SL.no,Date,Zone,Scope,Engineer,Project,BOQ,Subproduct-Description,Typology,Batch Qty,CL No,PI NO,Actual Qty,HO Qty,Actual Sqm,HO Sqm
20106,16/02/2026,N - LINE - 2 ( Aswin),ACP,Renjith Krishnan,CVH,Modular ACP,Non Typical,Non Typical,175,TA-VB25-ACL-008,PI/06337,2,0,5.98,0
20107,16/02/2026,N - LINE - 2 ( Aswin),ACP,Renjith Krishnan,CVH,Modular ACP,Non Typical,Non Typical,175,TA-VB22-ACL-008,PI/06337,1,0,3.22,0
20108,16/02/2026,N - LINE - 2 ( Aswin),ACP,Renjith Krishnan,CVH,Modular ACP,Double Panel,Non Typical,175,TA-VB18-ACL-012,PI/06337,2,0,5.36,0
20109,16/02/2026,N - LINE - 2 ( Aswin),ACP,Renjith Krishnan,CVH,Modular ACP,Double Panel,Non Typical,175,TA-VB19-ACL-012,PI/06337,2,0,5.08,0
20110,16/02/2026,N - LINE - 2 ( Aswin),ACP,Renjith Krishnan,MS9,Horizontal ACP,Typical,Typical,134,WO-POD-2-H-ACP-001,PI/06070,2,0,3.08,0
20111,16/02/2026,N - LINE - 3 ( Afsal ),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB05-ACL-003,PI/06530,12,0,24.92,0
20112,16/02/2026,N - LINE - 4 ( Thanseem),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB05-ACL-003,PI/06530,11,0,22.85,0
20113,16/02/2026,N - LINE - 4 ( Thanseem),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB13-ACL-002,PI/06530,1,0,2.08,0
20114,16/02/2026,N - LINE - 5 ( Naveeth),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB13-ACL-002,PI/06530,4,0,8.31,0
20115,16/02/2026,N - LINE - 5 ( Naveeth),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB34-ACL-003,PI/06530,8,0,16.62,0
20116,16/02/2026,N - LINE - 5 ( Naveeth),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB32-ACL-003,PI/06530,12,0,24.92,0
20117,16/02/2026,N - LINE - 5 ( Naveeth),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB27-ACL-003,PI/06530,10,0,20.77,0
20118,16/02/2026,N - LINE - 3 ( Afsal ),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,124,ACL-2732,PI/06432,9,0,32.12,0
20119,16/02/2026,N - LINE - 4 ( Thanseem),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,124,ACL-2340,PI/06432,2,0,7.54,0
20120,16/02/2026,N - LINE - 4 ( Thanseem),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,124,ACL-2128,PI/06432,1,0,1.41,0
20121,16/02/2026,N - LINE - 4 ( Thanseem),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,124,ACL-2531,PI/06432,6,0,24.64,0
20122,16/02/2026,N - LINE - 2 ( Aswin),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,504,ACL-3352,PI/06166,2,2,2.5,2.4978
20123,16/02/2026,N - LINE - 4 ( Thanseem),ACP,Renjith Krishnan,JLT,Conventional ACP,Typical,Typical,176,JLT-CON-ACP-003,PI/06483,3,2,5.3373,3.5582
20124,16/02/2026,N - LINE - 1 (Anbu),ACP,Renjith Krishnan,CVH,Modular ACP,Typical,Typical,104,TA-VB16-ACL-006,PI/04014,0,2,0,7.7156
20125,16/02/2026,N - LINE - 1 (Anbu),ACP,Renjith Krishnan,CVH,Modular ACP,Non Typical,Non Typical,104,TA-VB29-ACL-029,PI/04014,0,1,0,3.4585
20126,16/02/2026,N - LINE - 2 ( Aswin),ACP,Renjith Krishnan,MS9,Horizontal ACP,Typical,Typical,134,WO-POD-2-H-ACP-001,PI/06070,0,2,0,3.0784
20127,16/02/2026,N - LINE - 3 (Ubed),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,139,ACL-2299,PI/06267,0,1,0,3.9692
20128,16/02/2026,N - LINE - 6 (Ubed),ACP,Renjith Krishnan,S One,Modular ACP,Non Typical,Non Typical,139,ACL-2324,PI/06267,0,1,0,3.8589
20129,16/02/2026,N - LINE - 4 ( jacob),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3021,PI/06309,0,2,0,2.8086
20130,16/02/2026,N - LINE - 8 ( jacob),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3363,PI/06309,0,16,0,22.4686
20131,16/02/2026,N - LINE - 2 ( Aswin),ACP,Renjith Krishnan,CVH,Modular ACP,Double Panel,Non Typical,169,TA-Z3-VB05A-13-ACL-002,PI/06240,0,2,0,5.1738
20132,16/02/2026,N - LINE - 1 (Anbu),ACP,Renjith Krishnan,CVH,Modular ACP,Double Panel,Non Typical,169,TA-Z3-VB55-ACL-002,PI/06240,0,2,0,7.113
20133,16/02/2026,N - LINE - 3( Naveeth),ACP,Renjith Krishnan,CVH,Horizontal ACP,Typical,Typical,119,1035-TWA-ACP-047A,PI/05791,0,5,0,7.7167
20134,16/02/2026,N - LINE - 3( Naveeth),ACP,Renjith Krishnan,MS9,Conventional ACP,Non Typical,Non Typical,61,WO-VB46-ACP-005,PI/06251,0,2,0,2.4774
20135,16/02/2026,N - LINE - 3( Naveeth),ACP,Renjith Krishnan,MS9,Conventional ACP,Non Typical,Non Typical,61,WO-VB50-ACP-005,PI/06251,0,1,0,1.2387
20136,16/02/2026,N - LINE - 8 (Sujin),ACP,Renjith Krishnan,MS9,Conventional ACP,Non Typical,Non Typical,61,WO-VB62-ACP-005,PI/06251,0,2,0,2.4774
20137,16/02/2026,N - LINE - 3( Naveeth),ACP,Renjith Krishnan,CVH,Horizontal ACP,Typical,Typical,287,1035-TWB-ACP-031,PI/06491,0,2,0,4.1714
20138,16/02/2026,N - LINE - 5 ( Naveeth),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB34-ACL-003,PI/06530,0,8,0,16.6163
20139,16/02/2026,N - LINE - 5 ( Naveeth),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB32-ACL-003,PI/06530,0,22,0,45.6949
20140,16/02/2026,N - LINE - 5 ( Naveeth),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB27-ACL-003,PI/06530,0,10,0,20.7704
20141,16/02/2026,N - LINE - 5 ( Thanseem),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB09-ACL-003,PI/06530,0,15,0,31.1556
20142,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,MS9,Conventional ACP,Non Typical,Non Typical,61,WO-VB50-ACP-005,PI/06251,2,0,2.4774,0
20143,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,MS9,Conventional ACP,Non Typical,Non Typical,61,WO-VB54-ACP-005,PI/06251,1,0,1.2387,0
20144,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,MS9,Conventional ACP,Non Typical,Non Typical,61,WO-VB62-ACP-005,PI/06251,1,0,1.2387,0
20145,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,MS9,Conventional ACP,Non Typical,Non Typical,61,WO-VB58-ACP-005,PI/06251,1,0,1.2387,0
20146,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,CVH,Modular ACP,Typical,Typical,141,TB-VB15-ACL-004,PI/06378,1,0,2.019,0
20147,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,CVH,Modular ACP,Non Typical,Non Typical,169,TA-Z3-VB56-ACL-002,PI/06240,1,0,3.3116,0
20148,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,MS9,Conventional ACP,Non Typical,Non Typical,61,WO-RO-PER-02-ACP-003,PI/06251,2,0,3.3032,0
20149,16/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Modular ACP,Non Typical,Non Typical,175,TA-VB21-ACL-008,PI/06337,1,0,3.929,0
20150,16/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Modular ACP,Non Typical,Non Typical,60,TA-VB44-VB45-VB46-VB47-ACL-036,PI/05996,1,0,3.4585,0
20151,16/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Modular ACP,Non Typical,Non Typical,141,TB-VB18-ACL-012,PI/06378,1,0,1.8955,0
20152,16/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Modular ACP,Double Panel,Non Typical,175,TA-VB19-ACL-013,PI/06337,6,0,17.0068,0
20153,16/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Modular ACP,Double Panel,Non Typical,175,TA-VB24-ACL-008,PI/06337,2,0,6.3115,0
20154,16/02/2026,D - LINE 4 (Jibin),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3377,PI/06309,8,0,11.2343,0
20155,16/02/2026,D - LINE 4 (Jibin),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3029,PI/06309,24,0,33.7029,0
20156,16/02/2026,D - LINE 4 (Jibin),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3366,PI/06309,2,0,2.8086,0
20157,16/02/2026,D - LINE 3 (Nithin),ACP,Renjith Krishnan,JLT,Horizontal ACP,Typical,Typical,460,JLT-HB34-ACL-003,PI/06530,12,0,24.9245,0
20158,16/02/2026,D - LINE 3 (Nithin),ACP,Renjith Krishnan,JLT,Horizontal ACP,Typical,Typical,460,JLT-HB27-ACL-003,PI/06530,2,0,4.1541,0
20159,16/02/2026,D - LINE 6 (Mano),ACP,Renjith Krishnan,A06,Modular ACP,Typical,Typical,272,A06-ACP-AL-008,PI/05936,24,0,81.0029,0
20160,16/02/2026,D - LINE 5 (Akhil Dev),ACP,Renjith Krishnan,JLT,Horizontal ACP,Typical,Typical,460,JLT-HB29-ACL-003,PI/06530,12,0,24.9245,0
20161,16/02/2026,D - LINE 5 (Akhil Dev),ACP,Renjith Krishnan,JLT,Horizontal ACP,Typical,Typical,460,JLT-HB27-ACL-003,PI/06530,7,0,14.5393,0
20162,16/02/2026,D - LINE 7 (Sujin),ACP,Renjith Krishnan,JLT,Horizontal ACP,Typical,Typical,460,JLT-HB32-ACL-003,PI/06530,7,0,14.5393,0
20163,16/02/2026,D - LINE 7 (Sujin),ACP,Renjith Krishnan,JLT,Horizontal ACP,Typical,Typical,460,JLT-HB29-ACL-003,PI/06530,12,0,24.9245,0
20164,16/02/2026,D - LINE 7 (Sujin),ACP,Renjith Krishnan,JLT,Horizontal ACP,Typical,Typical,460,JLT-HB34-ACL-003,PI/06530,2,0,4.1541,0
20165,16/02/2026,D - LINE 7 (Sujin),ACP,Renjith Krishnan,MS9,Vertical ACP,Typical,Typical,15,WO-VB-82-ACL-008,PI/06105,1,0,3.4858,0
20166,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,CVH,Modular ACP,C TPYE,Non Typical,108,TA-VB14-ACL-009,PI/02178,0,1,0,5.5571
20167,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,CVH,Modular ACP,Typical,Typical,108,TA-VB04-ACL-009,PI/02178,0,1,0,3.9129
20168,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,CVH,Modular ACP,Non Typical,Non Typical,104,TA-VB45-VB47-ACL-028,PI/04014,0,2,0,8.6941
20169,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,CVH,Modular ACP,Non Typical,Non Typical,104,"TA-VB31,33-ACL-028",PI/04014,0,1,0,3.4585
20170,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,CVH,Horizontal ACP,Typical,Typical,145,1035-TWB-ACP-032B,PI/04828,0,12,0,36.0055
20171,16/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Modular ACP,Non Typical,Non Typical,60,TA-VB44-VB45-VB46-VB47-ACL-036,PI/05996,0,10,0,34.5846
20172,16/02/2026,D - LINE 4 (Jibin),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3022,PI/06309,0,8,0,11.2343
20173,16/02/2026,D - LINE 4 (Jibin),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3030,PI/06309,0,4,0,5.6172
20174,16/02/2026,D - LINE 4 (Jibin),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3032,PI/06309,0,4,0,5.6172
20175,16/02/2026,D - LINE 4 (Jibin),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3367,PI/06309,0,4,0,5.6172
20176,16/02/2026,D - LINE 8 (Ganesh),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3369,PI/06309,0,4,0,5.6172
20177,16/02/2026,D - LINE 4 (Jibin),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3377,PI/06309,0,16,0,22.4686
20178,16/02/2026,D - LINE 4 (Jibin),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3021,PI/06309,0,6,0,8.4257
20179,16/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Modular ACP,Typical,Typical,169,TA-Z3-VB01-ACL-002,PI/06240,0,1,0,4.5726
20180,16/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Modular ACP,Typical,Typical,169,TA-Z3-VB02-ACL-002,PI/06240,0,1,0,3.1808
20181,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,CVH,Modular ACP,Non Typical,Non Typical,169,TA-Z3-VB56-ACL-002,PI/06240,0,1,0,3.3116
20182,16/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Horizontal ACP,Typical,Typical,119,1035-TWA-ACP-039A,PI/05791,0,1,0,1.5433
20183,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,MS9,Conventional ACP,Non Typical,Non Typical,61,WO-RO-PER-02-ACP-003,PI/06251,0,2,0,3.3032
20184,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,MS9,Conventional ACP,Non Typical,Non Typical,61,WO-VB54-ACP-005,PI/06251,0,3,0,3.7161
20185,16/02/2026,D - LINE 1 (Nithin),ACP,Renjith Krishnan,MS9,Conventional ACP,Non Typical,Non Typical,61,WO-VB66-ACP-005,PI/06251,0,2,0,2.4774
20186,16/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,MS9,Conventional ACP,Non Typical,Non Typical,61,WO-VB62-ACP-005,PI/06251,0,1,0,1.2387
20187,16/02/2026,D - LINE 3 (Nithin),ACP,Renjith Krishnan,MS9,Horizontal ACP,Typical,Typical,122,WO-LPG-PER-ACP-001,PI/06310,0,30,0,25.1165
20188,16/02/2026,D - LINE 3 (Nithin),ACP,Renjith Krishnan,SOBHA MALL,Conventional ACP,Non Typical,Non Typical,12,3035-SM-FF-CW7-ACP-001,PI/06343,0,5,0,4.51
20189,16/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Modular ACP,Double Panel,Non Typical,141,TB-VB16-ACL-012,PI/06378,0,2,0,5.5424
20190,16/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Modular ACP,Double Panel,Non Typical,141,TB-VB17-ACL-012,PI/06378,0,2,0,6.2629
20191,16/02/2026,D - LINE 7 (Afsal),ACP,Renjith Krishnan,CVH,Modular ACP,Typical,Typical,141,TB-VB18-ACL-011,PI/06378,0,1,0,1.8955
20192,16/02/2026,D - LINE 7 (Afsal),ACP,Renjith Krishnan,A05,Modular ACP,Non Typical,Non Typical,304,A05-ACL-AL-010,PI/05954,0,4,0,20.6994
20193,16/02/2026,D - LINE 7 (Sujin),ACP,Renjith Krishnan,JLT,Horizontal ACP,Typical,Typical,460,JLT-HB29-ACL-003,PI/06530,0,24,0,49.849
20194,16/02/2026,D - LINE 7 (Afsal),ACP,Renjith Krishnan,JLT,Horizontal ACP,Typical,Typical,460,JLT-HB07-ACL-003,PI/06530,0,25,0,51.9261
20195,16/02/2026,D - LINE 7 (Sujin),ACP,Renjith Krishnan,JLT,Horizontal ACP,Typical,Typical,460,JLT-HB34-ACL-003,PI/06530,0,4,0,8.3082
20196,16/02/2026,D - LINE 5 (Akhil Dev),ACP,Renjith Krishnan,JLT,Horizontal ACP,Typical,Typical,460,JLT-HB27-ACL-003,PI/06530,0,7,0,14.5393
20197,16/02/2026,KIT,Doors,Satheesh,1053 - Toblerone A3-Tower B ,HD,KIT,Typical,168,1053-TB-HDO-AL-012,PI/06467,168,168,53,53
20198,17/02/2026,KIT,WW/SCW,Satheesh,SOBHA ONE ,WW,KIT,Typical,42,S1-CW-CL-1302,PI/06594,42,42,17,17
20199,17/02/2026,White,ACP,Mr.SYED,S One,Modular ACP,ACP Bracket,Typical,296,ACL-2285,PI/06420,654,654,26.57,26.57
20200,17/02/2026,White,ACP,Mr.SYED,CVH,Modular ACP,ACP Bracket,Typical,672,CVH-ACL-BR-AL-047,PI/03694,342,342,13.32,13.32
20201,17/02/2026,White,ACP,Mr.SYED,CVH,Modular ACP,ACP Bracket,Typical,3410,CVH-ACL-BR-AL-055,PI/04809,490,490,14.61,14.61
20202,17/02/2026,White,WW/SCW,Mr.SYED,S One,Curtain Wall,Dummy Mullion,Typical,197,S1(P3)-CW-CL-936,PI/06637,24,24,3.52,3.52
20203,17/02/2026,L1.,NON-SYSTEM,Mr.VINOTH,S One,Balustrade,F Channel,Typical,83,S1-INGBL-CL-06,PI/06662,50,50,38.47,38.47
20204,17/02/2026,L1.,NON-SYSTEM,Mr.VINOTH,Toblerone,Balustrade,F Channel,Typical,154,1052-TC-GB-ACL-002 ,PI/06652,150,150,115.02,115.02
20205,17/02/2026,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Typical,Typical,305(2),1047-UCW-AL-MN-039,PI/05528,1,1,6.08,6.08
20206,17/02/2026,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Typical,Typical,8,1047-LOU-AL-MN-002,PI/06453,1,1,6.08,6.08
20207,17/02/2026,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Typical,Typical,8,1047-LOU-AL-MN-002,PI/06453,1,1,6.08,6.08
20208,17/02/2026,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Typical,Typical,8,1047-LOU-AL-MN-002,PI/06453,1,1,6.08,6.08
20209,17/02/2026,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Typical,Non Typical,109,1047-UCW-AL-MN-040,PI/05659,1,1,6.08,6.08
20210,17/02/2026,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Typical,Non Typical,109,1047-UCW-AL-MN-040,PI/05659,1,1,6.08,6.08
20211,17/02/2026,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Typical,Non Typical,109,1047-UCW-AL-MN-040,PI/05659,1,1,6.08,6.08
20212,17/02/2026,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Typical,Non Typical,109,1047-UCW-AL-MN-040,PI/05659,1,1,6.08,6.08
20213,17/02/2026,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Typical,Non Typical,109,1047-UCW-AL-MN-040,PI/05659,1,1,6.08,6.08
20214,17/02/2026,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Typical,Non Typical,109,1047-UCW-AL-MN-040,PI/05659,1,1,6.08,6.08
20215,17/02/2026,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Typical,Non Typical,109,1047-UCW-AL-MN-040,PI/05659,1,1,6.08,6.08
20216,17/02/2026,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Typical,Non Typical,109,1047-UCW-AL-MN-040,PI/05659,1,1,6.08,6.08
20217,17/02/2026,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Typical,Non Typical,109,1047-UCW-AL-MN-040,PI/05659,1,1,6.08,6.08
20218,17/02/2026,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Typical,Non Typical,109,1047-UCW-AL-MN-040,PI/05659,1,1,6.08,6.08
20219,17/02/2026,Navy Blue & (Orange),UCW,Thangavel,GLOBAL SQUARE,Curtain Wall,Typical,Non Typical,109,1047-UCW-AL-MN-040,PI/05659,1,1,6.08,6.08
20220,17/02/2026,N - LINE - 6 ( Thanseem),ACP,Renjith Krishnan,S One,Modular ACP,Projection,Non Typical,124,ACL-2342,PI/06432,4,0,16.74,0
20221,17/02/2026,N - LINE - 5. ( Afsal ),ACP,Renjith Krishnan,S One,Modular ACP,Projection,Non Typical,124,ACL-2341,PI/06432,2,0,7.54,0
20222,17/02/2026,N - LINE - 5. ( Afsal ),ACP,Renjith Krishnan,S One,Modular ACP,Projection,Non Typical,124,ACL-2533,PI/06432,2,0,4.96,0
20223,17/02/2026,N - LINE - 5. ( Afsal ),ACP,Renjith Krishnan,S One,Modular ACP,Projection,Non Typical,124,ACL-2342,PI/06432,1,0,4.18,0
20224,17/02/2026,N - LINE - 4( Naveeth),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB19-ACL-003,PI/06530,26,0,54,0
20225,17/02/2026,N - LINE - 4( Naveeth),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB13-ACL-002,PI/06530,1,0,2.08,0
20226,17/02/2026,N - LINE -  3 (Mukash),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB21-ACL-003,PI/06530,26,0,54,0
20227,17/02/2026,N - LINE -  3 (Mukash),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB13-ACL-002,PI/06530,4,0,8.31,0
20228,17/02/2026,N - LINE - 2 ( Aswin),ACP,Renjith Krishnan,CVH,Horizontal ACP,Typical,Typical,121,TB-Z3-HB-UC-ACL-001,PI/06510,33,0,43.3,0
20229,17/02/2026,N - LINE - 1 (Anbu),ACP,Renjith Krishnan,CVH,Horizontal ACP,Typical,Typical,121,TB-Z3-HB-UC-ACL-001,PI/06510,30,0,39.3644,0
20230,17/02/2026,N - LINE - 4 ( Thanseem),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB05-ACL-003,PI/06530,0,22,0,45.6949
20231,17/02/2026,N - LINE -  3 (Mukash),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB21-ACL-003,PI/06530,0,26,0,54.0031
20232,17/02/2026,N - LINE - 4( Naveeth),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,460,JLT-HB19-ACL-003,PI/06530,0,13,0,27.0016
20233,17/02/2026,D - LINE 4 (Jibin),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3366,PI/06309,22,0,30.8943,0
20234,17/02/2026,D - LINE 4 (Jibin),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3016,PI/06309,12,0,16.8515,0
20235,17/02/2026,D - LINE 3 (Nithin),ACP,Renjith Krishnan,CVH,Horizontal ACP,Typical,Typical,121,TB-Z3-HB-UC-ACL-001,PI/06510,22,0,28.8672,0
20236,17/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Modular ACP,Double Panel,Non Typical,175,TA-VB24-ACL-008,PI/06337,4,0,12.623,0
20237,17/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Modular ACP,Non Typical,Non Typical,175,TA-VB20-ACL-013,PI/06337,2,0,4.0792,0
20238,17/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Modular ACP,Non Typical,Non Typical,175,TA-VB22-ACL-008,PI/06337,1,0,3.2208,0
20239,17/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Modular ACP,Non Typical,Non Typical,175,TA-VB25-ACL-008,PI/06337,1,0,2.9881,0
20240,17/02/2026,D - LINE 2 (Rajan),ACP,Renjith Krishnan,CVH,Horizontal ACP,Typical,Typical,121,"TB-HB21,22,23-ACL-005",PI/06510,7,0,9.185,0
20241,17/02/2026,D - LINE 5 (Mano),ACP,Renjith Krishnan,A06,Modular ACP,Typical,Typical,272,A06-ACP-AL-008,PI/05936,27,0,91.1282,0
20242,17/02/2026,D - LINE 6 (Sujin),ACP,Renjith Krishnan,JLT,Horizontal ACP,Typical,Typical,460,JLT-HB34-ACL-003,PI/06530,14,0,29.0786,0
20243,17/02/2026,D - LINE 6 (Sujin),ACP,Renjith Krishnan,JLT,Horizontal ACP,Typical,Typical,460,JLT-HB23-ACL-003,PI/06530,20,0,41.5409,0
20244,17/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,MS9,Horizontal ACP,Non Typical,Non Typical,134,WO-POD-2-H-ACP-001,PI/06070,1,0,1.5392,0
20245,17/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,MS9,Conventional ACP,Non Typical,Non Typical,61,WO-VB54-ACP-005,PI/06251,1,0,1.2387,0
20246,17/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,MS9,Conventional ACP,Non Typical,Non Typical,61,WO-VB58-ACP-005,PI/06251,1,0,1.2387,0
20247,17/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,CVH,Horizontal ACP,Typical,Typical,121,"TB-HB21,22,23-ACL-005",PI/06510,6,0,7.8729,0
20248,17/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,CVH,Horizontal ACP,Typical,Typical,121,TB-Z3-HB-UC-ACL-001,PI/06510,5,0,6.5607,0
20249,17/02/2026,D - LINE 4 (Jibin),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3366,PI/06309,0,24,0,33.7029
20250,17/02/2026,D - LINE 4 (Jibin),ACP,Renjith Krishnan,S One,Horizontal ACP,Non Typical,Non Typical,808,ACL-3016,PI/06309,0,10,0,14.0429
20251,17/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,CVH,Horizontal ACP,Typical,Typical,121,"TB-HB21,22,23-ACL-005",PI/06510,0,6,0,7.8729
20252,17/02/2026,D - LINE 7 (Sujin),ACP,Renjith Krishnan,MS9,Vertical ACP,Typical,Typical,15,WO-VB-82-ACL-008,PI/06105,0,1,0,3.4858
20253,17/02/2026,D - LINE 1 (Vikas),ACP,Renjith Krishnan,CVH,Horizontal ACP,Typical,Typical,121,TB-Z3-HB-UC-ACL-001,PI/06510,0,26,0,34.1158
20254,17/02/2026,D - LINE 6 (Sujin),ACP,Renjith Krishnan,JLT,Horizontal ACP,Typical,Typical,460,JLT-HB23-ACL-003,PI/06530,0,13,0,27.0016
